FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
centroiniciacao.fid--370298aa_15b3a2610e3_71af,76049,Centro de Iniciação ao Esporte - São José - SC - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SC,SÃO JOSÉ,--,,Em execução,30 de Junho de 2016,POINT (-48.628 -27.615),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b0,76050,Centro de Iniciação ao Esporte - Itabaiana - SE - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SE,ITABAIANA,--,,Em obras,30 de Junho de 2016,POINT (-37.425 -10.685),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b1,76051,Centro de Iniciação ao Esporte - Garanhuns - PE - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PE,GARANHUNS,--,,Em execução,30 de Junho de 2016,POINT (-36.493 -8.89),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b2,76052,Centro de Iniciação ao Esporte - Serrinha - BA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,BA,SERRINHA,--,,Em execução,30 de Junho de 2016,POINT (-39.008 -11.664),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b3,76053,Centro de Iniciação ao Esporte - Santa Cruz do Capibaribe - PE - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PE,SANTA CRUZ DO CAPIBARIBE,--,,Em execução,30 de Junho de 2016,POINT (-36.205 -7.957),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b4,76054,Centro de Iniciação ao Esporte - Mogi Guaçu - SP - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SP,MOGI GUAÇU,--,,Em execução,30 de Junho de 2016,POINT (-46.942 -22.372),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b5,76055,Centro de Iniciação ao Esporte - Francisco Morato - SP - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SP,FRANCISCO MORATO,--,,Em execução,30 de Junho de 2016,POINT (-46.745 -23.282),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b6,76056,Centro de Iniciação ao Esporte - Camaragibe - PE - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PE,CAMARAGIBE,--,,Em execução,30 de Junho de 2016,POINT (-34.981 -8.022),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b7,76057,Centro de Iniciação ao Esporte - Iguatu - CE - Modelo II,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,CE,IGUATU,--,,Em obras,30 de Junho de 2016,POINT (-39.299 -6.359),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b8,76058,Centro de Iniciação ao Esporte - Tailândia - PA - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PA,TAILÂNDIA,--,,Em execução,30 de Junho de 2016,POINT (-48.953 -2.947),0
centroiniciacao.fid--370298aa_15b3a2610e3_71b9,76059,Centro de Iniciação ao Esporte - Belford Roxo - RJ - Modelo I,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,RJ,BELFORD ROXO,--,,Em execução,30 de Junho de 2016,POINT (-43.399 -22.764),0
centroiniciacao.fid--370298aa_15b3a2610e3_71ba,76060,Centro de Iniciação ao Esporte - São Cristóvão - SE - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,SE,SÃO CRISTÓVÃO,--,,Em execução,30 de Junho de 2016,POINT (-37.206 -11.015),0
centroiniciacao.fid--370298aa_15b3a2610e3_71bb,76061,Centro de Iniciação ao Esporte - Cabo de Santo Agostinho - PE - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,PE,CABO DE SANTO AGOSTINHO,--,,Em execução,30 de Junho de 2016,POINT (-35.035 -8.287),0
centroiniciacao.fid--370298aa_15b3a2610e3_71bc,76063,Centro de Iniciação ao Esporte - Aquiraz - CE - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,CE,AQUIRAZ,--,,Em execução,30 de Junho de 2016,POINT (-38.391 -3.901),0
centroiniciacao.fid--370298aa_15b3a2610e3_71bd,76064,Centro de Iniciação ao Esporte - Rio Grande - RS - Modelo III,Comunidade Cidadã,Centro de Iniciação ao Esporte,Ministério do Esporte,Município,RS,RIO GRANDE,--,,Em execução,30 de Junho de 2016,POINT (-52.099 -32.035),0
